name,id_game,quote,effect,unlock,image,quality,pool,item_quality,extension
False PHD,5.100.654,Worse pills + evil up,Converts good pills into bad pills and identifies all pills. Bad pills now have secondary positive effects. Grants one   Black Heart.,Unlocked,imagenes3,2,Curse RoomDevil RoomRed ChestUltra Secret RoomCurse RoomDevil Room,,repentance
Freezer Baby,5.100.608,Iced iced baby,"Spawns a shooting familiar that has a chance to petrify enemies, and Freezes monsters upon killing them.",Unlocked,imagenes3,2,Baby ShopTreasure RoomTreasure Room,,repentance
Fruity Plum,5.100.649,Bouncy friend,"Gives Isaac a miniature   Baby Plum familiar that propels itself diagonally around the room, firing tears behind itself as it travels.",Defeat Baby Plum 10 times,imagenes3,1,Baby ShopCrane GameKey MasterTreasure RoomTreasure Room,,repentance
Ghost Bombs,5.100.727,Spooky blast +5 bombs,+5   Bombs. Bombs become spectral and spawn ghosts that deal contact damage to enemies and explode after 10 seconds.,Defeat Delirium as  Tainted Lost,imagenes3,2,Bomb BumTreasure RoomTreasure Room,,repentance
Giant Cell,5.100.658,Micro friends,"Causes Isaac to spawn micro-Isaacs when he takes damage, which chase and shoot at nearby enemies.",Unlocked,imagenes3,1,Treasure RoomTreasure Room,,repentance
Glass Eye,5.100.730,DMG + luck up,"+0.75 damage, +1 luck.",Unlocked,imagenes3,3,BossCrane GameGolden ChestBoss,,repentance
Glitched Crown,5.100.689,?????,Item pedestals cycle between 5 random items before being picked up.,Defeat The Beast as  Tainted Isaac,imagenes3,4,Secret RoomSecret RoomShop,,repentance
Guppy's Eye,5.100.665,An eye for secrets,"Shows the contents of   Chests,   Fire Places,   Grab Bags, and   Shopkeepers before they're opened/destroyed.",Defeat Mother as  Cain,imagenes3,2,Curse RoomDevil RoomRed ChestCurse RoomDevil Room,,repentance
Heartbreak,5.100.694,Eternal sorrow,Grants 3 broken hearts and +0.25 damage for every broken heart Isaac has. Every otherwise fatal hit will add 2 more until Isaac has nothing but broken hearts.,Defeat The Beast as  Tainted Eve,imagenes3,3,Curse RoomDevil RoomUltra Secret RoomCurse RoomDevil Room,,repentance
Hemoptysis,5.100.726,Double tap sneeze,"Double-tapping a fire button causes Isaac to sneeze blood, dealing damage to enemies in front of him. Affected enemies are cursed and take more damage from  Brimstone-like attacks.",Defeat Delirium as  Tainted Azazel,imagenes3,1,Treasure RoomUltra Secret RoomTreasure Room,,repentance
Hungry Soul,5.100.684,Out for blood,"Enemies have a chance to spawn ghosts on death, which chase and deal contact damage to enemies and explode after a short time.",Defeat The Beast as  The Lost,imagenes3,2,Devil RoomUltra Secret RoomDevil Room,,repentance
Hypercoagulation,5.100.724,Thick blooded,"After Isaac takes damage from an enemy or donates health, launches   Red Hearts from Isaac that despawn after 1.5 seconds.",Defeat Delirium as  Tainted Magdalene,imagenes3,2,Treasure RoomUltra Secret RoomTreasure Room,,repentance
IBS,5.100.725,Your stomach rumbles,"Causes Isaac to throw poop, create buffing creep, or drop bombs while fighting enemies.",Defeat Delirium as  Tainted ???,imagenes3,0,Treasure RoomTreasure Room,homing,repentance
Immaculate Heart,5.100.573,Halo of tears,Adds one Red Heart Container and fully restores health. x1.2 damage multiplier. Isaac will occasionally fire extra tears that orbit around him.,Unlocked,imagenes3,3,Angel RoomUltra Secret RoomAngel Room,,repentance
Inner Child,5.100.688,Let him free,"Upon death, Isaac respawns in the current room with half of a   Red Heart, a massive size down, and +0.2 Speed.",Defeat Ultra Greed as  Jacob and Esau,imagenes3,2,Secret RoomSecret RoomShop,,repentance
Isaac's Tomb,5.100.701,Buried memories,Spawns an   Old Chest at the start of each floor.,Defeat The Beast as  Tainted Forgotten,imagenes3,3,Secret RoomSecret RoomShop,,repentance
It Hurts,5.100.560,No it doesn't...,Releases a ring of tears and increases fire rate for the current room when Isaac takes damage.,Unlocked,imagenes3,1,Treasure RoomTreasure Room,,repentance
Jupiter,5.100.594,You're a gas giant!,"+2 red Heart containers, -0.3 speed. Isaac builds speed while standing still, and releases poison gas clouds when he moves afterwards.",Unlocked,imagenes3,2,Planetarium,,repentance
Keeper's Kin,5.100.717,Under a rock,"Rocks and other Obstacles spawn blue spiders over time while in a room with enemies, and spawn two blue spiders when destroyed.",Defeat Delirium as  Tainted Keeper,imagenes3,2,Secret RoomTreasure RoomSecret RoomTreasure Room,,repentance
Keeper's Sack,5.100.716,Spending power,"Gives range, speed, or damage when buying things from a shop. Also spawns three coins and a  Key on pickup.",Defeat Mother as  Keeper,imagenes3,3,Secret RoomShopSecret RoomTreasure Room,,repentance
Knife Piece 1,5.100.626,???,"Combined with  Knife Piece 2, creates a knife familiar that damages enemies and can open the door to the  Corpse.",Unlocked,imagenes3,0,,,repentance
Knife Piece 2,5.100.627,???,"Combined with  Knife Piece 1, creates a knife familiar that damages enemies and can open the door to the  Corpse.",Unlocked,imagenes3,0,,,repentance
Knockout Drops,5.100.637,They pack a punch!,Adds a chance to shoot a fist tear that has extremely high knockback and confuses enemies.,Unlocked,imagenes3,3,Treasure RoomUltra Secret RoomTreasure Room,,repentance
Lil Abaddon,5.100.679,Abyssal friend,Spawns a familiar that charges a miniature  Maw of the Void attack while Isaac shoots.,Defeat The Beast as  Azazel,imagenes3,2,Baby ShopDevil RoomDevil Room,,repentance
Lil Dumpy,5.100.615,Puffy buddy,"Spawns a Dumpy familiar that pushes away nearby enemies and projectiles just before Isaac is about to be hit, then falls asleep. He can be awoken by walking to him.",Unlocked,imagenes3,3,Baby ShopTreasure RoomTreasure Room,,repentance
Lil Portal,5.100.681,It hungers,"A familiar that flies forward, consuming pickups in its path. Each one will increase its size and damage and spawn a Blue Fly. Every four pickups, it opens a portal that leads to an unexplored room.",Defeat Mother as  Apollyon,imagenes3,1,Treasure RoomTreasure Room,,repentance
Lodestone,5.100.617,Magnetizing tears,"Gives Isaac the chance to fire tears that magnetize enemies they hit, causing them to attract nearby pickups and enemies, as well as tears/shots from all sources.",Unlocked,imagenes3,3,Crane GameTreasure RoomTreasure Room,,repentance
Lost Soul,5.100.612,Protect him,"Creates a ghostly familiar that closely follows behind Isaac. It dies in one hit, but respawns at the start of the next floor. Each time it survives until the next floor, it rewards Isaac with   Soul Hearts,   Eternal Hearts, or an Item.",Defeat Mother as  The Lost,imagenes3,2,Baby ShopSecret RoomTreasure RoomSecret RoomTreasure Room,,repentance
Luna,5.100.589,The moon's blessing shines upon you,Adds an extra  Secret Room and  Super Secret Room to each floor. Secret Rooms contain a beam of light that increases Fire Rate for the current floor and gives a   Half Soul Heart.,Unlocked,imagenes3,2,Planetarium,,repentance
Mars,5.100.593,Double tap dash,"Dash by double-tapping the movement key, becoming invulnerable and damaging enemies. There's a short cooldown before Isaac can dash again.",Unlocked,imagenes3,2,Planetarium,,repentance
Member Card,5.100.602,Exclusive access!,Adds a trapdoor to every  Shop that leads to a second shop with a unique stock and marked-up prices.,Spend 40+ coins in a single Shop,imagenes3,2,Shop,,repentance
Mercurius,5.100.590,Speed up + you feel elusive,"+0.4 speed. Doors stay open after entering a room, even in rooms with enemies.",Unlocked,imagenes3,3,Planetarium,,repentance
Mom's Ring,5.100.732,DMG up,+1 Damage. Drops a random Rune or Soul Stone upon pickup.,Unlocked,imagenes3,3,Golden ChestMom's ChestOld ChestShop,,repentance
Monstrance,5.100.574,Purifying light,Isaac gains an aura that deals damage to enemies inside it.,Unlocked,imagenes3,2,Angel RoomAngel Room,,repentance
Montezuma's Revenge,5.100.680,Oh no...,"While firing, Isaac charges up a short-ranged  Brimstone-like diarrhea beam that shoots behind him.",Defeat The Beast as  ???,imagenes3,2,Treasure RoomTreasure Room,,repentance
Mucormycosis,5.100.553,Spore shot,"Gives Isaac the chance to fire spore tears that stick to enemies and blow up after a few seconds, dealing damage and poisoning nearby enemies and releasing more spores.",Unlocked,imagenes3,3,Treasure RoomTreasure Room,,repentance
Nancy Bombs,5.100.563,Random blast +5 bombs,+5   Bombs. Each bomb gains 1-4 random bomb synergies.,Unlocked,imagenes3,2,Bomb BumTreasure RoomTreasure Room,,repentance
Neptunus,5.100.597,Open the floodgates,"Isaac's mouth fills with tears over time while not firing, up to a cap. Holding the fire button will release all stored tears in rapid succession.",Unlocked,imagenes3,3,Planetarium,,repentance
Ocular Rift,5.100.606,Stare into the abyss,"Gives Isaac the chance to fire tears that create rifts where they land, which damage nearby enemies and pull in enemies, pickups, and tears/shots from all sources.",Unlocked,imagenes3,3,Devil RoomUltra Secret RoomDevil Room,,repentance
Options?,5.100.670,There might be options,"If a room gives a reward when cleared, there will be two different rewards to chose from. Taking one causes the other to disappear.",Defeat The Beast as  Isaac,imagenes3,2,Shop,,repentance
Orphan Socks,5.100.571,Speed up + your feet feel stronger,Prevents creep and floor spikes from damaging Isaac. Also gives Isaac +0.3 speed and 2   Soul Hearts.,Unlocked,imagenes3,2,Golden ChestSecret RoomSecret Room,,repentance
Paschal Candle,5.100.567,Keep the flame burning,Gives Isaac a familiar that grants +0.4 Fire Rate for each consecutive room he's cleared without taking damage. The bonus stacks up to five times.,Unlocked,imagenes3,3,Angel RoomAngel Room,,repentance
Playdough Cookie,5.100.570,Tasty rainbow,Grants multicolored tears. Each color comes with a different status or tear effect.,Unlocked,imagenes3,2,Treasure RoomTreasure Room,,repentance
Pluto,5.100.598,Size down,"+0.7 tears. Significantly shrinks Isaac, allowing him to squeeze between objects and makes some enemy shots pass over him.",Unlocked,imagenes3,3,Planetarium,,repentance
Psy Fly,5.100.581,Flamboyant protector,Spawns a fly orbital familiar that chases and blocks enemy shots.,Unlocked,imagenes3,4,Baby ShopKey MasterTreasure RoomTreasure Room,,repentance
Purgatory,5.100.634,Help from beyond,"While in a room with enemies, spawns cracks on the ground. Walking over these cracks summons ghosts that launch themselves at enemies and explode.",Complete Baptism by Fire (challenge #38),imagenes3,2,Angel RoomDevil RoomAngel RoomDevil Room,,repentance
Quints,5.100.661,They lurk inside,The first five enemies killed in a room will spawn stationary shooting familiars where they died.,Unlocked,imagenes3,2,Baby ShopTreasure RoomTreasure Room,,repentance
Red Stew,5.100.621,Full HP + temporary DMG up,Refills all heart containers. Grants an enormous damage boost that wears off over time.,Defeat Satan as  Jacob and Esau,imagenes3,2,ShopUltra Secret RoomShop,,repentance
Redemption,5.100.673,Deliver me from evil,"If Isaac enters a  Devil Room, but leaves without taking/opening anything in it (including   Black Hearts, etc.), he gets +1 Damage and a   Soul Heart at the start of the next floor.",Defeat The Beast as  Judas,imagenes3,2,,,repentance
Revelation,5.100.643,Awaken your faith,"Grants flight and two   Soul Hearts. In addition to tears, Isaac can charge up and fire a powerful holy laser.",Defeat Mother as  Bethany,imagenes3,4,Angel RoomAngel Room,,repentance
Rock Bottom,5.100.562,It's only up from there,Locks Isaac's attributes to their highest values reached.,Complete Boss Rush as  Jacob and Esau,imagenes3,3,Secret RoomSecret Room,,repentance
Rocket in a Jar,5.100.583,Rocket propulsion +5 bombs,"+5   Bombs. If Isaac is currently firing, placing a bomb will instead shoot a fast-moving, explosive rocket in the direction he's facing.",Unlocked,imagenes3,2,Bomb BumTreasure RoomTreasure Room,,repentance
Rotten Tomato,5.100.618,Delicious!,Adds a chance to fire tears that mark enemies with the Bait status effect. Enemies marked as bait are attacked by other enemies.,Unlocked,imagenes3,2,Rotten BeggarTreasure RoomUltra Secret RoomTreasure Room,,repentance
Sacred Orb,5.100.691,Destined for greatness,"Prevents items of quality 0-1 from appearing, and items of quality 2 from appearing 33% of the time, greatly increasing the quality of items received from all item pools. Quest items are unaffected.",Defeat The Beast as  Tainted Lost,imagenes3,4,Angel RoomSecret RoomAngel RoomSecret RoomShop,,repentance
Salvation,5.100.696,Divine protection,Gives Isaac a halo that summons beams of light on enemies inside it. The halo grows larger the more times Isaac has taken damage this floor.,Defeat The Beast as  Tainted Lazarus,imagenes3,3,Angel RoomAngel Room,,repentance
Sanguine Bond,5.100.692,He awaits your offering,Spawns a special set of spikes in the  Devil Room. Taking damage from the spikes has a chance to grant a reward.,Defeat The Beast as  Tainted Judas,imagenes3,1,Curse RoomDevil RoomUltra Secret RoomCurse RoomDevil RoomShop,,repentance
Saturnus,5.100.595,Ring of tears,"Upon entering a room, a circle of tears orbits Isaac. Enemy tears have a chance to be caught in orbit, turning them friendly.",Unlocked,imagenes3,2,Planetarium,,repentance
Sausage,5.100.669,All stats up,"Adds a Red Heart Container, fully heals Isaac, and gives +0.2 Speed, +0.5 Damage, +0.5 Tears, +2.5 Range, +0.2 Shot Speed, and +1.0 Luck. Increases the chance of encountering a  Devil Room,  Angel Room, and/or  Planetarium each by 6.9%.",Unlocked,imagenes3,3,Secret RoomSecret Room,,repentance
Sol,5.100.588,Radiant victory,"Reveals the location of the  Boss Room. Upon defeating a boss, activates  XIX - The Sun, fully recharges Isaac's active item, grants bonus damage and luck for the rest of the floor, and removes curses.",Unlocked,imagenes3,2,Planetarium,,repentance
Soul Locket,5.100.686,Power of faith,Gives Isaac a permanent stat boost whenever he picks up a   Soul Heart.,Defeat Ultra Greed as  Bethany,imagenes3,1,Angel RoomAngel Room,,repentance
Spirit Shackles,5.100.674,Unfinished business,"On death, Isaac's ghost is chained to his dead body and he can continue to fight with 1/2 of a heart, returning to life after 10 seconds. After it activates, it must be recharged by picking up a   Soul Heart.",Defeat The Beast as  The Forgotten,imagenes3,2,Secret RoomSecret RoomShop,,repentance
Spirit Sword,5.100.579,Divine blade,"Instead of tears, Isaac swings a sword. Charging does a spin attack and fires a projectile, and a projectile is sometimes fired with normal swings if Isaac has no empty   Red Heart Containers.",Complete Isaac's Awakening (challenge #39),imagenes3,3,Angel RoomAngel Room,,repentance
Stapler,5.100.708,DMG up,"+1 Damage. Prevents Isaac from firing tears from his left eye, like   Cain.",Unlocked,imagenes3,3,BossGolden ChestBoss,,repentance
Star of Bethlehem,5.100.651,Follow the light,"Spawns a star familiar that slowly travels towards the  Boss Room, giving an aura that increases damage and tears and grants homing tears.",Defeat Delirium as  Bethany,imagenes3,3,Angel RoomAngel Room,,repentance
Strawman,5.100.667,A helping hand,"Spawns a controllable   Keeper to fight enemies alongside Isaac, functioning similarly to   Jacob and Esau. If Keeper dies, he spawns 5 blue spiders and Strawman is removed from Isaac's inventory.",Defeat The Beast as  Tainted Keeper,imagenes3,2,Secret RoomSecret RoomShop,,repentance
Stye,5.100.731,DMG + range up,"Tears fired from Isaac's right eye have +28% Damage, +6.5 Range, and -0.3 Shot Speed.",Unlocked,imagenes3,2,BossBoss,,repentance
Supper,5.100.707,HP up,Grants one full Red Heart container. Heals 1 additional   Red Heart.,Unlocked,imagenes3,1,BeggarBossBoss,,repentance
Terra,5.100.592,Born to rock,"+1 Damage. Replaces tears with rocks that deal variable damage, have increased knockback, and can destroy obstacles.",Unlocked,imagenes3,3,Planetarium,,repentance
The Intruder,5.100.575,Invasive friend,"A familiar burrows in Isaac's head, firing 4 slowing tears. Upon taking damage, there's a chance it will burst out of Isaac's head, spawning blue spiders and chasing enemies for the current room.",Unlocked,imagenes3,3,Baby ShopTreasure RoomTreasure Room,,repentance
The Stairway,5.100.586,May you get what you came for,Generates a ladder at the start of every floor that leads to a unique  Angel Room shop.,Defeat Isaac as  Jacob and Esau,imagenes3,3,Angel RoomAngel Room,,repentance
The Swarm,5.100.693,Infest,"Spawns eight orbital flies, which turn into Blue Flies after they block a shot. Each time a room is cleared, spawns another orbital fly.",Defeat The Beast as  Tainted ???,imagenes3,2,Key MasterTreasure RoomTreasure Room,,repentance
Tinytoma,5.100.645,Itching for revenge,"Gives Isaac a   Teratoma orbital that blocks shots, deals contact damage, and splits into smaller versions of itself upon taking damage. The smaller versions break into blue spiders.",Defeat Mother as  Lazarus,imagenes3,1,Baby ShopTreasure RoomTreasure Room,,repentance
TMTRAINER,5.100.721,ZZaZZ ZZdZZiZZmZZhZZ ZZvZZ ZZoZZ ZZ ZZsZZlZZhZZsZZoZZaZZiZZ,"Causes all future items to be ""glitched"", granting them completely random effects.",Defeat The Beast as  Tainted Eden,imagenes3,0,Secret RoomSecret RoomShopTreasure Room,,repentance
Tooth and Nail,5.100.663,You feel prickly,"Isaac periodically turns into a spiked statue, briefly becoming invulnerable and dealing contact damage.",Unlocked,imagenes3,2,Treasure RoomTreasure Room,,repentance
Tropicamide,5.100.659,Tear size + range up,"+2.5 Range, Increases tear size.",Unlocked,imagenes3,1,BossBoss,,repentance
Twisted Pair,5.100.698,Double trouble!,"Spawns two familiars that float on either side of Isaac and fire tears that use his tears, range, shot speed, and tear effects, and scale with damage.",Defeat The Beast as  Tainted Lilith,imagenes3,4,Baby ShopDevil RoomDevil Room,,repentance
Uranus,5.100.596,Ice tears,"Isaac shoots ice tears, which slow enemies and freeze monsters they kill. Frozen enemies slide away and explode into ice shards when touched.",Unlocked,imagenes3,3,Planetarium,,repentance
Vanishing Twin,5.100.697,He wants revenge,Spawns a familiar that becomes a clone of the floor's boss when entering the  Boss Room. Defeating it drops an extra item.,Defeat Hush as  Jacob and Esau,imagenes3,2,Curse RoomSecret Room,,repentance
Vasculitis,5.100.657,Clogged enemies,"Enemies explode into tears upon death, which inherit the effects of Isaac's tears.",Unlocked,imagenes3,1,Treasure RoomUltra Secret RoomTreasure Room,,repentance
Vengeful Spirit,5.100.702,Hot blooded,"After taking damage, spawns an orbital wisp that lasts for the entire floor, up to a maximum of six. They fire tears but do not block shots.",Defeat The Beast as  Tainted Bethany,imagenes3,1,Curse RoomDevil RoomUltra Secret RoomCurse RoomDevil Room,,repentance
Venus,5.100.591,HP up + you feel pretty,Adds one red Heart container. Heals 1 additional   Red Heart. Enemies near Isaac become charmed.,Unlocked,imagenes3,2,Planetarium,,repentance
Voodoo Head,5.100.599,Extra curse rooms,Spawns an additional  Curse Room on each floor. Curse Rooms have improved layouts.,Unlocked,imagenes3,2,Crane GameShop,,repentance
Worm Friend,5.100.682,Clingy buddy,Gives Isaac a   Nerve Ending familiar that burrows out of the ground to grab and deal damage to enemies over time.,Defeat The Beast as  Apollyon,imagenes3,3,Baby ShopTreasure RoomUltra Secret RoomTreasure Room,,repentance
Tonsil,5.100.474,Gross...,Grants a familiar that follows Isaac and blocks enemy shots.,Unlocked,imagenes3,,,,rebirth
